Dosya_Adi,Boyut_Bayt,Sifir_Orani,Ortalama_Entropi,Toplam_API,Supheli_API,Etiket
ember_e17c2266b4bd.exe,803912,14.25,1.096,0,0,0
ember_520d93ca43a7.exe,12236,17.33,1.268,0,0,0
ember_ed4b11e3e442.exe,79064,24.49,4.169,77,1,0
ember_e0426a3d983d.exe,76397,1.49,3.965,0,0,0
ember_a6e2ddbed6d5.exe,10240,34.51,4.363,0,0,0
ember_4bad09e9c5dd.exe,33792,53.61,3.332,0,0,0
ember_c28df93857a5.exe,295024,24.35,4.521,220,0,0
ember_3928e29fc9f3.exe,10482907,0.59,5.215,158,0,0
ember_54f18e5ff856.exe,714473,1.66,3.76,84,0,0
ember_72894c9a1dfd.exe,368676,8.25,5.664,173,1,0
ember_62bd4adb65d5.exe,262144,23.78,5.118,335,1,0
ember_688d7e46cb42.exe,550912,30.29,3.573,1,0,0
ember_05824f1e6a7e.exe,367880,4.64,6.435,11,0,0
ember_1db34b4547ec.exe,403118,7.74,4.549,67,1,0
ember_2b4d4ae0064b.exe,282624,5.18,5.589,154,0,0
ember_518fe9a61e36.exe,54886,7.84,6.06,9,0,0
ember_c9c068de0e5b.exe,367872,4.65,6.435,11,0,0
ember_181edc424f7f.exe,20776,14.83,3.816,6,0,0
ember_747a79e92d4e.exe,295025,24.35,4.521,220,0,0
ember_01f03708b116.exe,170848,16.58,5.09,1,0,0
ember_1d59a586f9e1.exe,121856,26.5,5.306,194,0,0
ember_72f17a472033.exe,7680,42.42,3.365,1,0,0
ember_01f88484865c.exe,366592,44.27,3.465,227,0,0
ember_c97f5fbc0583.exe,802718,14.27,1.096,0,0,0
ember_134d90872f8e.exe,9746616,16.06,5.56,806,2,0
ember_97c30afabbc1.exe,185967,31.48,5.037,215,1,0
ember_ed2f566bd6ae.exe,28672,66.81,1.963,0,0,0
ember_cb0b6529a465.exe,161792,26.75,3.64,1,0,0
ember_dde23a14fef7.exe,1564808,25.56,5.202,294,1,0
ember_90443227df22.exe,16854,18.8,1.604,0,0,0
ember_34f77c1e376f.exe,1610896,19.45,4.645,161,2,0
ember_df91cf045fb2.exe,6039064,9.75,5.445,644,1,0
ember_92d8f8a1b3f5.exe,31744,22.21,4.225,1,0,0
ember_83471ccfd828.exe,282031,14.11,5.252,214,2,0
ember_939c9dcf95c4.exe,5003639,1.22,5.503,167,2,0
ember_ff99132f65f2.exe,52736,25.65,3.728,1,0,0
ember_a75d4ee47bfc.exe,12816,22.12,3.448,1,0,0
ember_f17bb38085e8.exe,178048,15.14,5.556,91,1,0
ember_189458cf0076.exe,47392,33.63,4.959,101,0,0
ember_087c19765a7d.exe,992256,15.31,5.663,475,4,0
ember_3e0f45176ec3.exe,2648920,13.27,5.998,23,0,0
ember_ca78a794081f.exe,993792,47.53,3.194,1,0,0
ember_8ded56dbff74.exe,6592,19.3,5.859,0,0,0
ember_a9e1f7ea0a81.exe,1046358,2.41,6.65,7,0,0
ember_399b485bf478.exe,475432,4.62,2.849,77,0,0
ember_b5a6f16d6997.exe,1723392,20.62,4.327,1,0,0
ember_0bda749b749e.exe,6656,48.9,3.27,1,0,0
ember_6c91f03237c1.exe,165808,35.52,5.364,165,0,0
ember_e5c6a4cbc914.exe,8820946,6.2,5.448,438,2,0
ember_771a2b6a3cdb.exe,966656,9.9,7.091,0,0,0
ember_26708d4c36e0.exe,5000118,4.69,4.581,133,2,0
ember_80d4d25c2371.exe,1629632,13.22,4.272,321,2,0
ember_1856cc7130aa.exe,15336,21.22,3.296,1,0,0
ember_b114d57e90ea.exe,165712,4.7,5.255,154,0,0
ember_1f1b89fed3dd.exe,560800,29.12,5.778,136,0,0
ember_371907170789.exe,5002888,1.42,5.303,146,0,0
ember_0b05a4c8a3bc.exe,814724,14.06,1.1,0,0,0
ember_e44a20176d6e.exe,3112711,1.62,4.551,120,2,0
ember_a0291e4ced8a.exe,218954,1.38,5.747,3,0,0
ember_52fa820a3d48.exe,281199,21.1,5.208,207,0,0
ember_6803e2384f83.exe,2770368,21.17,4.653,1,0,0
ember_bfef187b3ed0.exe,102400,13.19,3.442,1,0,0
ember_8fffcf3d32a5.exe,155648,35.66,3.56,1,0,0
ember_f1f0daf0a2d9.exe,5001880,1.36,4.782,122,2,0
ember_3fa55ea626f9.exe,16896,29.53,5.119,78,1,0
ember_3b05214431c4.exe,608256,24.33,3.635,1,0,0
ember_d6673dcc6877.exe,637952,76.54,4.186,64,1,0
ember_e362aee8f7ad.exe,5000049,0.55,5.005,154,0,0
ember_c83dc7294c10.exe,819666,95.26,4.707,92,0,0
ember_8a16dd32b0b3.exe,5001810,1.1,6.115,19,0,0
ember_7f9e064af0f5.exe,1130840,4.11,5.376,98,1,0
ember_ae55b82f05ad.exe,140800,18.89,5.384,1,0,0
ember_09f08ebf0184.exe,237280,18.53,4.147,75,1,0
ember_263d91332bb4.exe,479232,27.92,3.544,1,0,0
ember_bab1e9f7b991.exe,1576747,2.24,5.366,59,0,0
ember_9273f2497134.exe,58880,50.58,3.764,0,0,0
ember_f0d0467499d5.exe,278528,25.08,4.385,85,0,0
ember_8d6feafe8d0a.exe,53248,10.36,1.664,0,0,0
ember_2e2dce8cbd83.exe,285539,1.73,2.666,0,0,0
ember_9d620549fa00.exe,57344,30.79,6.476,0,0,0
ember_266df5dca269.exe,708608,26.01,3.548,0,0,0
ember_65b23bb978fe.exe,946176,76.76,2.328,0,0,0
ember_9f667bc89a5f.exe,380928,9.76,5.561,248,0,0
ember_ebd6608619ce.exe,94208,59.33,1.881,0,0,0
ember_38e94e646825.exe,798639,14.35,1.095,0,0,0
ember_1ba06da0d7aa.exe,2105344,17.16,5.076,218,1,0
ember_2c4d9634db57.exe,370688,7.97,4.575,1,0,0
ember_22313a2e19b0.exe,75264,31.6,3.378,1,0,0
ember_8196d47dd5ae.exe,1365032,7.21,5.49,195,1,0
ember_6f56c16c9d6b.exe,38224,20.48,3.951,151,1,0
ember_bb0ae24458c3.exe,637992,9.46,5.513,195,1,0
ember_77a02cdcb740.exe,799561,14.33,1.095,0,0,0
ember_00f93b993826.exe,637992,9.46,5.513,195,1,0
ember_f39ff366f1da.exe,1026144,9.12,5.335,154,0,0
ember_8c5087724e2a.exe,2082816,27.26,3.733,1,0,0
ember_5d23387b9acd.exe,231807,12.48,1.275,0,0,0
ember_32fa78961028.exe,5001791,1.09,4.356,120,2,0
ember_2a9b49682f2a.exe,1604096,31.92,3.681,1,0,0
ember_c847290f7932.exe,5002056,0.73,4.669,8,0,0
ember_1c0952bd26b3.exe,5000002,1.12,4.426,122,2,0
ember_f31a63e47cd1.exe,74424,23.54,4.451,97,2,0
ember_36a5dd3cca2a.exe,5003194,0.46,7.114,56,0,0
ember_65b1055f999f.exe,100864,7.2,4.663,1,0,0
ember_acf2fceb98e1.exe,140722,12.59,1.276,0,0,0
ember_853b9263bcac.exe,1945776,19.88,3.607,1,0,0
ember_3bc533030f5b.exe,1170696,10.82,1.305,0,0,0
ember_0ad3dcf19c6f.exe,41177,5.65,5.747,3,0,0
ember_c791d0b3716b.exe,311296,10.77,7.497,0,0,0
ember_0e2df8c9e192.exe,2265088,31.71,5.807,13,0,0
ember_410302fd13cb.exe,1087484,34.05,4.56,92,1,0
ember_efad5e390318.exe,83968,8.47,4.644,1,0,0
ember_5793c8fe85df.exe,802368,14.28,1.096,0,0,0
ember_54e2d4936dcb.exe,807068,14.2,1.097,0,0,0
ember_17fe1b7630f3.exe,5001218,4.39,6.071,487,2,0
ember_f8235e3a43f3.exe,5002303,1.08,4.315,122,2,0
ember_b5c5b5c3afa8.exe,5001826,0.55,6.188,154,0,0
ember_d32d8b6e85d6.exe,5000984,0.63,4.397,8,0,0
ember_292489ab25c7.exe,997003,12.29,1.655,0,0,0
ember_824a5669abdf.exe,10555392,7.11,5.879,392,1,0
ember_d22be0c25775.exe,2054656,66.41,1.156,0,0,0
ember_9bc5390585c5.exe,19968,35.94,4.348,54,1,0
ember_3980d201d57a.exe,76088,19.03,3.734,1,0,0
ember_1ae763ef5594.exe,793012,14.45,1.092,0,0,0
ember_df73783afa4b.exe,260704,24.16,4.972,150,1,0
ember_17ef280ce6c6.exe,27648,53.77,3.823,0,0,0
ember_27fd35d88403.exe,1366528,18.04,2.685,73,1,0
ember_9994f0553a2f.exe,831126,13.79,1.102,0,0,0
ember_c9a605ecbedc.exe,314376,3.09,7.645,2,0,0
ember_66de2f0fb19a.exe,306176,49.13,4.037,8,0,0
ember_1af41ec73edf.exe,1888,32.42,5.562,0,0,0
ember_d0afba2292a8.exe,30720,24.65,4.217,120,1,0
ember_3f0f008fdfe0.exe,204224,20.39,4.55,83,1,0
ember_17c1e2fa9248.exe,2509720,1.82,4.335,122,2,0
ember_d9dd1501d272.exe,107008,25.21,3.62,1,0,0
ember_9e558820aabb.exe,2415616,0.93,6.204,9,0,0
ember_e4c1e73f9eeb.exe,64000,31.17,4.422,86,1,0
ember_cd3c09c45a6e.exe,1507328,5.34,6.537,123,1,0
ember_d1e7759b589f.exe,405496,14.0,5.305,134,1,0
ember_35eac33c9f67.exe,5080309,1.03,4.626,139,1,0
ember_a8dd3a76a9c3.exe,21004,22.9,5.322,27,1,0
ember_5e766d81d3c0.exe,2021200,10.22,1.327,0,0,0
ember_9a9c5af3f5a5.exe,360960,24.32,3.752,1,0,0
ember_e33dfd51fdc8.exe,2048,68.7,1.503,0,0,0
ember_70e6a378c016.exe,367880,4.65,6.435,11,0,0
ember_cf2dac95ea0f.exe,10485459,0.51,4.422,8,0,0
ember_6fe7128d19c6.exe,861480,24.02,5.542,779,0,0
ember_7aef2477f7cc.exe,112640,14.05,4.049,1,0,0
ember_0506c3f03f55.exe,2048,64.11,1.225,0,0,0
ember_75d014524bf9.exe,68608,24.19,3.873,1,0,0
ember_bec96e0b9f76.exe,446888,28.96,5.312,312,0,0
ember_8925d84b763e.exe,1944008,22.74,4.302,1170,2,0
ember_cfa081428ef1.exe,618803,42.28,6.368,159,2,0
ember_d76fb22897d1.exe,21388752,29.26,5.126,1191,2,0
ember_35c618283fc0.exe,5000662,0.6,4.7,8,0,0
ember_d682043a1acc.exe,801456,14.3,1.096,0,0,0
ember_547b669adba5.exe,798982,14.34,1.095,0,0,0
ember_b5d60e2b8907.exe,253952,17.87,4.806,84,4,0
ember_4e41616a9504.exe,17240,26.33,3.824,39,0,0
ember_67a718295889.exe,28712,27.1,3.494,1,0,0
ember_7cec63cf92cb.exe,321024,4.57,4.637,15,0,0
ember_6af241ac4bb4.exe,232960,21.92,3.784,1,0,0
ember_b83e7da27a3e.exe,260831,2.79,4.547,54,1,0
ember_97758b0e4748.exe,5001943,0.61,4.609,167,0,0
ember_99d6e6be645e.exe,10752,50.23,3.009,1,0,0
ember_238b0481c868.exe,1420682,1.31,6.53,12,0,0
ember_e82d2a6507b4.exe,2692608,1.99,6.592,20,1,0
ember_f4b90433749a.exe,16334848,11.92,5.958,716,2,0
ember_344f0f8e8819.exe,1136128,6.35,4.549,1,0,0
ember_21f5514022a3.exe,1895702,17.21,4.333,148,1,0
ember_175d81e38936.exe,19872,16.66,4.289,0,0,0
ember_e3168aabfc92.exe,708608,25.9,3.575,0,0,0
ember_21bbe0f6f45c.exe,75736,36.19,4.459,77,1,0
ember_2c8d602a6952.exe,48128,29.85,3.77,1,0,0
ember_a2f084426452.exe,2504704,25.98,4.694,1,0,0
ember_77006273ebe4.exe,367904,4.64,6.435,11,0,0
ember_929047ca6c8c.exe,77842,36.11,3.464,135,0,0
ember_1a562d7bfd8c.exe,102912,12.11,3.591,1,0,0
ember_575125558c7d.exe,510280,20.75,4.245,316,2,0
ember_06cb45e0bc22.exe,172224,20.09,4.246,119,1,0
ember_40aa2a43c806.exe,20492,23.78,5.318,27,1,0
ember_a1fcd0b4cdfa.exe,1087488,30.15,3.588,1,0,0
ember_90ff3b513806.exe,637992,9.46,5.513,195,1,0
ember_2664ed47ff77.exe,254464,25.72,5.245,0,0,0
ember_06c9d877cc2c.exe,621620,18.63,3.955,367,1,0
ember_0a3727213ab0.exe,802069,14.28,1.096,0,0,0
ember_945b3341784e.exe,80957,7.92,3.259,64,0,0
ember_bc2019b06b23.exe,9286225,9.48,4.975,9,0,0
ember_ea26077e465d.exe,185120,18.56,5.257,73,1,0
ember_d4ebe344c93f.exe,10240,50.13,3.477,40,1,0
ember_fc0784392fe2.exe,212192,6.12,0.689,0,0,0
ember_a394bae124d7.exe,408576,2.03,6.039,39,0,0
ember_5d3a3ae11b8d.exe,3054080,2.25,4.68,1,0,0
ember_ae0e669ca59d.exe,874576,18.17,5.106,475,4,0
ember_3dede6555bc8.exe,16344,27.3,3.836,39,0,0
ember_fe0d526ec412.exe,801342,14.3,1.095,0,0,0
ember_9f866d8acdac.exe,2695168,12.94,4.157,154,0,0
ember_ad034b6d56bd.exe,402432,21.03,3.258,95,1,0
ember_887b82c2e6b5.exe,1928624,15.21,4.267,432,1,0
ember_53f13ac66568.exe,890880,22.97,3.672,1,0,0
ember_fbaf8530efd6.exe,1432664,16.9,4.799,210,2,0
ember_f77d2b391f8e.exe,245248,14.51,4.48,1,0,0
ember_780f5b2f451c.exe,5001167,0.63,5.037,154,0,0
ember_75c12e545c5a.exe,4096,57.4,3.556,1,0,0
ember_10f43562bf2a.exe,5443584,0.67,4.952,91,0,0
ember_07a6b6ae08cf.exe,49152,25.23,4.774,125,0,0
ember_a3c29c7c0bab.exe,279880,14.33,4.904,172,1,0
ember_d799698386f8.exe,333312,40.01,3.234,1,0,0
ember_3fd9f161f814.exe,1254912,5.51,5.995,3,0,0
ember_93a3bf767ea4.exe,70336,21.44,3.53,1,0,0
ember_75628cc5956c.exe,1567060,20.1,4.47,0,0,0
ember_da9544ee9d77.exe,804067,14.25,1.096,0,0,0
ember_50782ad25cf4.exe,798107,14.36,1.094,0,0,0
ember_85e84ca9230e.exe,425304,17.37,5.607,202,2,0
ember_327fb6ef8e4e.exe,54560,18.15,3.511,100,1,0
ember_1f46467e26ef.exe,3579235,0.69,5.493,157,0,0
ember_af770f38ac2a.exe,3923968,12.37,5.853,2209,2,0
ember_763275e42c76.exe,6144,61.44,3.769,0,0,0
ember_1d7094364d59.exe,803769,14.25,1.096,0,0,0
ember_715abcce538b.exe,1182720,0.85,6.642,1,0,0
ember_f0e3e149e834.exe,1646592,22.0,3.178,175,0,0
ember_f0744fe2d6d5.exe,13320,21.39,3.494,1,0,0
ember_4fb491b1f77f.exe,20480,88.16,3.465,26,0,0
ember_a3069ac4d301.exe,5000320,10.21,5.417,129,2,0
ember_08091bcbc3a0.exe,7168,41.35,3.153,1,0,0
ember_94efd1a3433a.exe,24064,18.67,4.025,2,0,0
ember_b0fad79d1a9a.exe,81408,25.78,4.009,1,0,0
ember_d9e7b6c70be7.exe,5001506,0.58,5.437,158,0,0
ember_042be50a3ba5.exe,5000626,1.25,6.108,21,0,0
ember_71af22a263e9.exe,311296,6.13,4.906,171,0,0
ember_97e97eea8731.exe,642888,24.58,5.148,305,1,0
ember_42cf4a8214e9.exe,7456,68.16,3.452,0,0,0
ember_17f0f5013c8e.exe,1048576,0.53,4.864,1,0,0
ember_6877b4c17e47.exe,1171648,14.96,4.431,358,1,0
ember_4d3ed52da990.exe,81026,19.24,1.277,0,0,0
ember_0c03df846326.exe,2205128,24.04,5.326,540,2,0
ember_39533be8ce59.exe,1664,37.98,4.596,0,0,0
ember_20e7f74fb16e.exe,2266624,9.0,4.231,154,2,0
ember_f983d7b527bf.exe,3301376,6.7,6.14,122,1,0
ember_e16e86e35092.exe,4856320,11.04,5.497,17,0,0
ember_e6729836a9a2.exe,5003915,0.89,5.676,152,1,0
ember_7deaf5b08433.exe,57344,23.6,5.068,94,0,0
ember_57a150956cdf.exe,48128,26.46,3.548,1,0,0
ember_2283835434b2.exe,5003894,2.79,4.424,8,0,0
ember_b229ffc0ae48.exe,28672,58.82,3.665,1,0,0
ember_91569e43e7f6.exe,8704,46.63,3.063,1,0,0
ember_6a277904f6ef.exe,176128,25.02,4.042,195,1,0
ember_52bb9e65d79b.exe,1471956,31.33,5.377,240,1,0
ember_56abfac9d338.exe,185968,31.48,5.037,215,1,0
ember_27442d505045.exe,1150122,20.03,2.234,87,2,0
ember_e49431564115.exe,803971,14.25,1.096,0,0,0
ember_a08894b949cd.exe,86016,36.71,4.715,0,0,0
ember_9801189792ab.exe,5000669,2.62,5.541,153,0,0
ember_6129879400f1.exe,2572288,13.39,6.215,268,2,0
ember_0f94002dc455.exe,313856,2.04,6.09,10,0,0
ember_de2256178a34.exe,207872,22.52,4.729,0,0,0
ember_b1443f3cbf80.exe,54040,24.99,3.798,1,0,0
ember_c02b101245ef.exe,241152,53.14,2.894,1,0,0
ember_717b3814f4e5.exe,2961408,37.81,3.822,1,0,0
ember_1eb972e19115.exe,5669182,3.54,5.615,316,3,0
ember_bf2e8ad4c5b4.exe,901120,10.72,1.662,0,0,0
ember_bb05f46d3481.exe,16896,24.59,3.842,39,0,0
ember_11be7e04290a.exe,11264,35.08,3.95,1,0,0
ember_daf19a1fb98c.exe,22016,49.37,2.831,0,0,0
ember_78cdd199728b.exe,475432,4.62,2.849,77,0,0
ember_93043bc88f06.exe,11248,32.83,4.084,17,0,0
ember_ae3a08e9d0d8.exe,307200,16.07,5.002,493,0,0
ember_1eb796e3a7a4.exe,42496,25.85,3.592,1,0,0
ember_5a475d851cce.exe,726016,0.97,5.813,2,0,0
ember_028ab60456c8.exe,5001488,0.6,5.757,157,0,0
ember_88103f75dc85.exe,160290,26.34,3.335,122,1,0
ember_b842006d7dfc.exe,803847,14.25,1.096,0,0,0
ember_ac90c3ddd2e0.exe,2671104,15.45,4.415,1,0,0
ember_14b62cf6e916.exe,815292,14.05,1.1,0,0,0
ember_3aa3db78592d.exe,157696,38.11,4.868,376,0,0
ember_6f7c1d096745.exe,5120,52.13,3.548,1,0,0
ember_386de0fd9eab.exe,795262,4.62,4.981,164,0,0
ember_23a2d5362de5.exe,28792,12.42,3.452,1,0,0
ember_4deff14e3bef.exe,803921,14.25,1.096,0,0,0
ember_dbcf55b372e2.exe,5001176,3.36,5.484,336,2,0
ember_cd64db5fa592.exe,184320,12.42,4.28,98,1,0
ember_e7ed3908f3d6.exe,853596,1.36,5.993,15,0,0
ember_36b5addac03a.exe,121856,20.95,3.734,1,0,0
ember_c4d45903ffec.exe,1217024,12.89,5.639,475,4,0
ember_42056263df6f.exe,77896,9.65,1.327,0,0,0
ember_65b2f4f9c0c9.exe,955904,30.32,3.546,1,0,0
ember_2812491f553c.exe,185344,9.29,3.254,1,0,0
ember_2b8d741898fc.exe,553440,12.84,4.158,1,0,0
ember_dee86b35113f.exe,3080764,2.12,6.726,2,0,0
ember_6903af827baf.exe,61952,26.63,3.457,1,0,0
ember_3b32e98245f9.exe,2580480,37.85,3.817,12,0,0
ember_167e927d109f.exe,13312,38.73,3.345,1,0,0
ember_bbb7af553f76.exe,525048,35.97,3.77,147,1,0
ember_bb083dc3a6a6.exe,801826,14.29,1.096,0,0,0
ember_d899f57ca2bf.exe,1496656,7.69,4.418,156,1,0
ember_e7750e1bd100.exe,315392,25.16,4.809,229,0,0
ember_395d0f0bffef.exe,492544,1.58,4.722,1,0,0
ember_6807c62f965b.exe,1630212,20.45,5.183,603,1,0
ember_94d5a2163e35.exe,803839,14.25,1.096,0,0,0
ember_dd89c0098c44.exe,2588672,43.2,4.434,11,0,0
ember_dde7c3395111.exe,10485760,0.76,3.829,153,0,0
ember_ceca502ab983.exe,1987416,7.73,4.833,150,1,0
ember_5ee9ac2ae96f.exe,299008,30.98,3.819,1,0,0
ember_636e22b1ee77.exe,735116,3.72,6.693,15,0,0
ember_7a8a4be5d17a.exe,524288,35.78,5.232,533,4,0
ember_702da5370a04.exe,2957593,17.05,2.914,34,0,0
ember_a078c5a3eb0c.exe,515584,30.49,3.565,1,0,0
ember_de58bccb1441.exe,17584,22.89,4.504,54,1,0
ember_52233be49871.exe,93018,23.29,4.824,81,1,0
ember_346dc1e373c3.exe,119296,21.89,3.601,1,0,0
ember_6d5a630d6d65.exe,17408,31.51,3.798,1,0,0
ember_f1e804a1027a.exe,45630552,0.42,5.237,204,1,0
ember_006af85dac90.exe,196608,21.16,4.565,134,1,0
ember_d2c9d99f6256.exe,770262,4.04,3.446,171,0,0
ember_fdfeb33317ce.exe,1155185,17.57,5.213,524,2,0
ember_71b3724f33db.exe,5001645,4.41,5.708,328,2,0
ember_fce9ef86388d.exe,1759336,1.39,3.73,64,0,0
ember_46cf177a8951.exe,99328,22.86,5.317,179,0,0
ember_e74be86e0eb1.exe,41259,5.65,5.747,3,0,0
ember_ef5ab5242b4d.exe,807751,14.18,1.098,0,0,0
ember_2628a8e1734a.exe,283512,18.51,5.485,121,1,0
ember_8ec234b40261.exe,171008,1.81,5.67,1,0,0
ember_1811f1044819.exe,5001344,1.13,4.354,120,2,0
ember_c10744157d86.exe,75064,43.2,4.524,38,1,0
ember_6e87f7cb2a57.exe,1126912,74.39,2.619,1,0,0
ember_15dbbb05d5fb.exe,1310720,16.93,2.855,0,0,0
ember_08486b128a24.exe,5001406,0.67,5.284,204,1,0
ember_230632c070f4.exe,318464,22.43,3.733,1,0,0
ember_239509ed473a.exe,10479565,0.87,4.68,122,2,0
ember_9039d682a3a9.exe,176640,15.71,5.156,148,2,0
ember_31a6ca480d57.exe,192517,8.72,5.812,164,0,0
ember_08e1ced2a5f0.exe,8552451,9.17,0.647,0,0,0
ember_ef7511b812b5.exe,69632,37.76,3.28,80,0,0
ember_810eef4ec6fc.exe,803064,11.98,5.005,237,1,0
ember_5372b857ca4b.exe,1191510,1.83,6.256,125,0,0
ember_1ab8dbc54d6e.exe,793799,14.43,1.093,0,0,0
ember_d471f94e77f9.exe,2490368,5.39,5.454,181,3,0
ember_2203cfac91c6.exe,529920,34.5,3.785,122,1,0
ember_cc5c9baafde4.exe,1887232,99.98,0.0,0,0,0
ember_b86f0bd01d94.exe,161673,16.53,5.689,154,0,0
ember_1efb47427165.exe,76240,26.75,3.985,1,0,0
ember_d4dc80f6e9aa.exe,27488,22.65,4.254,78,1,0
ember_f2de52804b31.exe,5003658,0.76,5.674,154,0,0
ember_4e525102a137.exe,2845124,6.93,5.635,287,2,0
ember_1dcb8038554f.exe,2357539,17.86,5.043,667,2,0
ember_cc9b39a94d34.exe,24421228,0.49,5.423,183,1,0
ember_4121f1089174.exe,802329,14.28,1.096,0,0,0
ember_4771b93e9f7b.exe,199168,10.82,1.288,0,0,0
ember_58a06d3a3f65.exe,131072,20.7,3.987,75,1,0
ember_76cac53632ab.exe,645247,0.72,6.259,6,0,0
ember_1ca9f826cdac.exe,28672,71.61,4.15,88,0,0
ember_5ede621b5e2a.exe,741376,17.36,3.534,158,0,0
ember_6824828ac815.exe,17408,10.5,5.436,4,0,0
ember_ada9945b2f8d.exe,259688,19.04,5.692,254,1,0
ember_8b3941f02e1d.exe,83056,41.98,4.44,120,1,0
ember_e4fe014ea023.exe,16384,80.09,3.337,1,0,0
ember_17698fbb0603.exe,10485550,0.5,5.593,154,0,0
ember_7416a5a0a9b9.exe,4096,93.53,0.0,0,0,0
ember_af80018692a8.exe,52736,28.08,3.595,1,0,0
ember_8a2c84788877.exe,1904640,8.04,4.965,159,2,0
ember_29423637a753.exe,4096,60.33,3.501,1,0,0
ember_a3ca44f68019.exe,16384,32.1,3.158,1,0,0
ember_03cb8f0f217a.exe,568088,11.24,5.324,131,1,0
ember_ce7c70285abc.exe,348160,35.28,5.813,11,0,0
ember_00150aa83d95.exe,6528,30.15,3.481,0,0,0
ember_30810903e88b.exe,5120,59.1,2.41,0,0,0
ember_cfb82bdba580.exe,858920,11.67,5.45,159,0,0
ember_5059b486a7ea.exe,185456,21.87,3.68,1,0,0
ember_8d931c66fcec.exe,43549,36.56,4.376,56,1,0
ember_efa64866c5ab.exe,5001219,2.46,5.097,166,0,0
ember_f9081feea25b.exe,112304,21.69,4.939,154,1,0
ember_dae7ef1b13f7.exe,60144,16.81,5.281,133,1,0
ember_29d615674354.exe,2199552,18.16,5.674,387,1,0
ember_6f09b491e38b.exe,555927,5.29,4.48,166,1,0
ember_71801ae8b6d9.exe,29991603,0.43,4.412,8,0,0
ember_193bce69a936.exe,193536,15.35,5.488,1,0,0
ember_05acb807f993.exe,2631,37.13,1.098,0,0,0
ember_e01acd3c082d.exe,120776,20.52,4.607,247,1,0
ember_6565a2339fc1.exe,5000227,0.64,4.414,8,0,0
ember_0f819530a0d5.exe,1121792,21.19,5.715,396,0,0
ember_dbfd9dff5925.exe,1800704,16.19,4.908,1,0,0
ember_8fd8c47a0644.exe,204800,5.45,4.422,22,0,0
ember_8b20a6a03e33.exe,3118080,14.19,5.087,308,1,0
ember_4e2ed4351209.exe,245760,39.74,3.89,1,0,0
ember_35993530bd3d.exe,2620671,1.84,5.443,94,1,0
ember_8bd38b47447e.exe,802698,14.27,1.096,0,0,0
ember_618aa9738209.exe,124016,25.47,4.417,112,1,0
ember_e7bdd13e79a2.exe,28640,14.71,5.248,71,1,0
ember_1de234b7fead.exe,1120768,12.09,4.298,110,0,0
ember_34637c20a0d8.exe,322560,24.61,3.498,1,0,0
ember_d2e3149326d1.exe,54272,84.65,2.255,8,0,0
ember_4b8742d86bb6.exe,160375,20.81,5.095,185,1,0
ember_5f0f003f793d.exe,174136,22.32,3.728,1,0,0
ember_1152635d5050.exe,83856,20.09,5.618,159,0,0
ember_f67d020a45d9.exe,190976,21.01,3.297,1,0,0
ember_48fff177ca82.exe,10483890,0.63,4.997,164,0,0
ember_d93cd4a8cf6a.exe,2606500,17.63,4.915,6,0,0
ember_0d5279bc4a70.exe,375008,19.11,4.684,221,0,0
ember_a4146a33b97f.exe,1336320,4.94,5.47,11,0,0
ember_a81d08b1d20a.exe,2774016,20.45,5.113,555,3,0
ember_16440877a582.exe,184832,4.53,5.911,10,0,0
ember_fee99b5eaa8b.exe,57504,4.77,3.92,0,0,0
ember_93d9b8884212.exe,5003124,0.77,5.592,154,0,0
ember_c9d4708f6d89.exe,1870424,16.76,5.055,23,0,0
ember_bb3f1e0b9e99.exe,151552,28.61,4.392,119,0,0
ember_d99756189fb0.exe,582761,6.57,5.876,164,0,0
ember_6f15b06eb4cb.exe,94208,22.16,5.556,154,0,0
ember_592592a4429a.exe,1696,47.82,3.974,0,0,0
ember_903014e30fab.exe,11234752,1.89,4.89,1063,5,0
ember_58effa2f8dc4.exe,133064,14.2,4.837,79,1,0
ember_0783f69ccf9d.exe,470406,19.41,5.005,237,1,0
ember_4b8317d63fac.exe,5022399,0.6,5.379,158,0,0
ember_eb39ad17f96d.exe,978325,1.49,6.645,1,0,0
ember_ce4d4b6f21e4.exe,40320,19.63,1.628,0,0,0
ember_1f36f38e45bb.exe,64000,29.19,4.065,1,0,0
ember_1661518d62b5.exe,6144,49.87,3.13,1,0,0
ember_ae6ecfaa4b87.exe,4515840,21.37,3.846,1,0,0
ember_d02be4c6b624.exe,114688,5.88,4.696,1,0,0
ember_264fd86cd902.exe,233472,15.36,5.104,7,0,0
ember_cc50cc248bcb.exe,933376,42.84,3.823,1,0,0
ember_5d558546c8d1.exe,1797671,2.71,4.784,87,0,0
ember_547770a5e795.exe,10952,18.11,3.388,0,0,0
ember_319894634725.exe,149504,44.36,4.885,197,0,0
ember_88653f55b017.exe,58368,13.13,4.435,1,0,0
ember_2eac30942d7f.exe,2802688,1.38,6.275,149,0,0
ember_472cac3cd6b9.exe,16384,33.73,3.247,1,0,0
ember_c79f2aaa3780.exe,73728,39.6,2.957,107,0,0
ember_521ff498c5aa.exe,1097728,16.93,4.465,447,2,0
ember_35a66f679784.exe,15407760,0.51,5.573,154,0,0
ember_79f394913dc4.exe,301344,28.06,3.517,1,0,0
ember_8674094bc5e8.exe,10485491,0.57,4.96,158,0,0
