Dosya_Adi,Boyut_Bayt,Sifir_Orani,Ortalama_Entropi,Toplam_API,Supheli_API,Etiket
ember_151a711203f8.exe,966494,5.66,4.053,2,0,1
ember_806a02954182.exe,459992,18.12,5.799,311,2,1
ember_a70ed921e16e.exe,3584,74.33,3.27,8,0,1
ember_2a9c310a2b49.exe,964384,5.68,4.053,2,0,1
ember_177f4662c919.exe,126879,10.92,5.704,54,0,1
ember_5a1e93b03a43.exe,322560,14.96,4.99,95,1,1
ember_ca0ffd380e25.exe,102400,32.79,3.382,0,0,1
ember_ea3b960218d6.exe,966894,5.66,4.053,2,0,1
ember_2b74c7ea626d.exe,38912,19.31,5.946,124,0,1
ember_94dd7c22d6db.exe,2530304,66.03,3.615,64,1,1
ember_1ed0ddbd7bab.exe,217600,16.28,5.563,179,1,1
ember_cf88a6992219.exe,343536,6.08,5.037,61,0,1
ember_3e81b736f9f4.exe,965594,5.67,4.053,2,0,1
ember_efe74bb5d496.exe,245760,2.77,3.469,8,0,1
ember_2b6951ad1f53.exe,168832,9.54,5.757,198,1,1
ember_fc0c54a405bb.exe,1363833,9.3,5.397,474,4,1
ember_7149c22c676a.exe,966334,5.66,4.053,2,0,1
ember_6c2d66d60c53.exe,2738749,1.89,2.99,90,0,1
ember_2e97a16cb006.exe,99328,17.49,7.987,3,0,1
ember_86ff87031e8d.exe,30136,18.5,3.45,83,0,1
ember_78fb8cf55601.exe,221578,13.21,5.204,146,2,1
ember_62e61fb36485.exe,343511,6.08,5.037,61,0,1
ember_5a7952d68e4d.exe,1353468,2.33,7.512,8,0,1
ember_cd943aa5a2c8.exe,966224,5.66,4.053,2,0,1
ember_db2e6d8ad042.exe,87552,3.59,6.756,4,0,1
ember_bd3fcf79f6c7.exe,343579,6.03,5.037,61,0,1
ember_779b41964fd7.exe,431104,13.08,5.104,33,0,1
ember_fc4a3620fbc4.exe,318848,12.51,4.684,12,0,1
ember_fc585e076ba9.exe,126849,10.92,5.704,54,0,1
ember_fbb66cf21357.exe,429568,16.54,4.129,12,0,1
ember_91bddc320519.exe,965864,5.67,4.053,2,0,1
ember_a9394f7ef47b.exe,4096,65.11,3.27,8,0,1
ember_5ac1d075e3df.exe,3584,74.33,3.275,8,0,1
ember_cb92c72e1c3c.exe,970954,5.64,4.053,2,0,1
ember_0eb289f62cb2.exe,364544,18.11,3.819,87,0,1
ember_327ee216f001.exe,1339392,43.82,5.657,0,0,1
ember_ab22a11d8bc6.exe,139264,20.26,5.557,54,0,1
ember_9c69a93547e2.exe,962244,5.69,4.053,2,0,1
ember_30e7cf8d08b2.exe,971244,5.64,4.053,2,0,1
ember_54b174c35e5d.exe,962354,5.69,4.053,2,0,1
ember_10ac5a6bbb44.exe,500224,20.26,4.64,127,2,1
ember_3f74a3ac6750.exe,1330356,79.11,7.992,1,0,1
ember_39d8f8fc4b44.exe,664120,2.78,4.367,1,0,1
ember_84d0fe418402.exe,2061938,28.87,7.893,0,0,1
ember_802a06428fdb.exe,17189,15.97,1.622,0,0,1
ember_e4b8dbf791fa.exe,1857880,1.81,5.304,213,1,1
ember_864bde129290.exe,964754,5.67,4.053,2,0,1
ember_d123da286781.exe,3584,74.33,3.27,8,0,1
ember_35b08bc4c568.exe,1085974,2.5,7.136,0,0,1
ember_ee4d3cf7869a.exe,966744,5.66,4.053,2,0,1
ember_d9f027a10806.exe,458752,21.75,4.668,8,0,1
ember_580abf1a29a9.exe,134656,73.61,5.062,3,0,1
ember_b20871efd30b.exe,967404,5.66,4.053,2,0,1
ember_1b4e5f295eb7.exe,327808,14.03,5.969,242,1,1
ember_55b4a2bb8c61.exe,4783104,70.96,4.968,108,2,1
ember_489efe24c659.exe,246133,3.76,5.634,91,1,1
ember_02edcfe8def1.exe,3584,74.33,3.276,8,0,1
ember_60f43ad0c90a.exe,1654979,25.04,4.307,1,0,1
ember_bba383146e3f.exe,500224,20.26,4.64,127,2,1
ember_f7fad340ab2c.exe,28864,58.55,4.12,37,1,1
ember_5a62b60f71e7.exe,360960,18.12,4.716,15,1,1
ember_9061f7db59b0.exe,459171,14.45,5.588,154,1,1
ember_915a28475d48.exe,960764,5.7,4.053,2,0,1
ember_9cd2f607b0b4.exe,205824,7.06,5.199,15,1,1
ember_fed9e5d09450.exe,736256,12.24,5.111,78,1,1
ember_d22299ddf16a.exe,1483264,4.82,4.991,93,1,1
ember_041e8382b331.exe,13436,55.47,4.539,25,0,1
ember_c4aeb9f5a3e0.exe,707584,32.1,5.116,236,2,1
ember_3d6bc45adb19.exe,318848,12.51,4.684,12,0,1
ember_44c64f89138a.exe,428362,18.89,2.941,45,0,1
ember_03dd919ff201.exe,432640,13.59,5.08,33,0,1
ember_6ad888662b1e.exe,26380,55.24,4.539,25,0,1
ember_5dd86e623517.exe,1250816,6.77,6.766,114,1,1
ember_4de709eb77b1.exe,208896,30.46,4.792,14,0,1
ember_e3bda9a2dba4.exe,1650688,56.0,4.794,75,1,1
ember_8eb664f5d58f.exe,278024,14.92,3.966,3,0,1
ember_76870559258d.exe,5267459,70.28,2.82,13,0,1
ember_8c63f750182d.exe,1599888,1.07,5.772,165,0,1
ember_f3f20673ce95.exe,557272,20.52,4.549,226,1,1
ember_6e0e82a4ec54.exe,965694,5.67,4.053,2,0,1
ember_e09eef6dda51.exe,126849,10.92,5.704,54,0,1
ember_1e88bbe05961.exe,303616,20.16,5.704,181,2,1
ember_4e621f2279e3.exe,711680,14.69,5.083,15,0,1
ember_6dbb1dbb36ed.exe,164356,12.58,5.806,78,0,1
ember_0fccfb7e95b2.exe,559920,12.14,5.847,185,2,1
ember_1064e19a6b09.exe,267320,10.57,3.384,83,0,1
ember_c8c9c0e06536.exe,276992,37.92,4.648,87,1,1
ember_f423a17ba475.exe,450560,7.05,5.565,144,3,1
ember_de6d7bd34245.exe,3020800,4.29,6.135,114,2,1
ember_12abbefeb2ac.exe,807424,10.71,4.847,75,1,1
ember_f117d34b9368.exe,1562624,49.02,5.11,73,1,1
ember_464d1881a561.exe,197120,29.81,3.946,95,1,1
ember_a378044b5973.exe,962074,5.69,4.053,2,0,1
ember_cfc67e4962af.exe,964864,5.67,4.053,2,0,1
ember_6832d39a0a52.exe,139264,20.26,5.557,54,0,1
ember_74b5537307ac.exe,970644,5.64,4.053,2,0,1
ember_e0da786d8d56.exe,380434,7.45,4.731,41,1,1
ember_a8249d81a0bb.exe,966404,5.66,4.053,2,0,1
ember_d394b7e9f71f.exe,966714,5.66,4.053,2,0,1
ember_4ad3014e1ac1.exe,963364,5.68,4.053,2,0,1
ember_e95ab2f1afff.exe,139264,20.26,5.557,54,0,1
ember_71e9625f4e3e.exe,1461259,12.92,6.025,572,1,1
ember_e364c8ea8e74.exe,965394,5.67,4.053,2,0,1
ember_85e48224fe34.exe,262144,3.84,4.479,0,0,1
ember_81ddbed4c580.exe,964494,5.67,4.053,2,0,1
ember_aa8387d2706e.exe,736256,12.24,5.117,78,1,1
ember_8f5e3f1a3886.exe,401939,10.67,5.209,125,2,1
ember_419e8633bb6d.exe,550789,29.77,4.055,55,0,1
ember_0c1ef3443fed.exe,491520,17.61,4.944,275,1,1
ember_99457295b528.exe,44544,33.77,4.764,44,1,1
ember_670142b101ed.exe,736256,12.24,5.118,78,1,1
ember_001873220c08.exe,48128,8.11,5.134,21,0,1
ember_45ef84e64511.exe,735483,23.51,4.613,105,1,1
ember_9bbc483833f2.exe,307709,42.29,5.034,146,1,1
ember_01c33dfe9960.exe,2053632,16.97,5.802,548,2,1
ember_d9f084505b6f.exe,370688,25.1,4.481,62,2,1
ember_063156c2f953.exe,246077,3.77,5.634,91,1,1
ember_2f6fdb5e3a74.exe,1562624,49.01,5.114,73,1,1
ember_2ef8e296f752.exe,151552,22.16,5.404,36,0,1
ember_bfa0fcf0d6b2.exe,965454,5.67,4.053,2,0,1
ember_da4c09a0c10d.exe,139264,20.26,5.557,54,0,1
ember_202188555db3.exe,88576,2.59,4.878,1,0,1
ember_7a15e248b207.exe,1632664,23.62,4.765,432,2,1
ember_458a1df80183.exe,2738606,1.85,2.99,90,0,1
ember_f598fba619cd.exe,528814,18.55,4.551,71,1,1
ember_dbe87098175e.exe,963974,5.68,4.053,2,0,1
ember_cec51bec82aa.exe,964884,5.67,4.053,2,0,1
ember_5dbeccf4ba34.exe,2738529,1.89,2.99,90,0,1
ember_8f4af0da51ef.exe,965694,5.67,4.053,2,0,1
ember_8152cfd72d9e.exe,964844,5.67,4.053,2,0,1
ember_d6390a6ad3df.exe,2738712,1.85,2.99,90,0,1
ember_18e6fc0e2b81.exe,1354752,9.57,3.921,98,2,1
ember_180e765145dc.exe,971934,5.63,4.053,2,0,1
ember_b3a16fce1c6d.exe,983040,0.83,4.749,24,1,1
ember_64179876b05d.exe,967984,5.65,4.053,2,0,1
ember_75bcaad7fbd6.exe,434177,3.36,7.686,16,0,1
ember_c3cd8fbdb6dc.exe,198656,42.34,3.711,107,2,1
ember_ff2405b5537a.exe,3584,74.33,3.269,8,0,1
ember_3b117217ffe0.exe,177070,29.8,4.175,10,0,1
ember_8a9bc22afdcc.exe,964864,5.67,4.053,2,0,1
ember_3a7f4a43698f.exe,559760,12.15,5.847,185,2,1
ember_dd65750d4541.exe,1068544,22.43,5.974,152,1,1
ember_565817e6708d.exe,126910,10.92,5.704,54,0,1
ember_2683c579f04a.exe,704512,8.33,5.798,101,1,1
ember_03886bd0ef63.exe,129130,28.17,4.01,100,0,1
ember_db893d76519b.exe,962174,5.69,4.053,2,0,1
ember_aa29377298c8.exe,967044,5.66,4.053,2,0,1
ember_ef44496abcbb.exe,962724,5.69,4.053,2,0,1
ember_04794fb105a0.exe,145340,7.3,3.927,211,1,1
ember_632e1556d148.exe,299520,24.69,5.531,8,0,1
ember_b1564958f8d7.exe,966604,5.66,4.053,2,0,1
ember_8008680e1167.exe,991232,19.3,5.732,75,1,1
ember_2791aea4e074.exe,88576,2.59,4.878,1,0,1
ember_f6917ed6b6ae.exe,527371,26.18,4.055,55,0,1
ember_00a86ee708da.exe,969164,5.65,4.053,2,0,1
ember_6e8354256cd7.exe,184320,28.71,3.543,264,1,1
ember_53730b46eca3.exe,964744,5.67,4.053,2,0,1
ember_417c314604d3.exe,89770,6.88,7.865,3,0,1
ember_80e88c70cecb.exe,675840,26.37,4.537,187,1,1
ember_9d6ded6f872b.exe,961864,5.69,4.053,2,0,1
ember_ad556ea60288.exe,180224,34.18,5.504,42,0,1
ember_1e0971781f70.exe,123392,18.57,4.251,11,0,1
ember_270714526fbf.exe,966114,5.67,4.053,2,0,1
ember_03bef82c0689.exe,503808,10.28,6.601,102,1,1
ember_f2929c978f15.exe,343527,6.12,5.037,61,0,1
ember_fad54fad1e93.exe,965464,5.67,4.053,2,0,1
ember_df9df7b1dfcf.exe,527080,12.61,5.808,183,2,1
ember_a2762afa5a9f.exe,1353285,2.21,7.544,8,0,1
ember_01f9b20c74ff.exe,158001,9.09,1.845,0,0,1
ember_74cf15174386.exe,167936,21.75,5.742,124,0,1
ember_9742305a8be1.exe,965664,5.67,4.053,2,0,1
ember_97b3ff028fdb.exe,139264,20.26,5.557,54,0,1
ember_3aaef9839e14.exe,965274,5.67,4.053,2,0,1
ember_12323962fc40.exe,448000,27.78,5.532,71,1,1
ember_ee346b1c2892.exe,229376,4.33,5.277,15,1,1
ember_6144e45620e3.exe,357387,25.88,4.718,1,0,1
ember_d3e4adc036ab.exe,1388368,1.91,7.527,16,0,1
ember_168300a0e32a.exe,318848,12.51,4.684,12,0,1
ember_2f42cbfd45e3.exe,302080,16.42,4.991,63,1,1
ember_f1109e23f7a9.exe,967694,5.66,4.053,2,0,1
ember_e315357972ec.exe,306579,13.78,5.516,164,2,1
ember_ef5227d0574c.exe,126940,10.92,5.704,54,0,1
ember_27bb31d754f2.exe,466944,19.77,6.353,344,2,1
ember_375e851076ee.exe,448000,12.69,5.622,121,2,1
ember_b56819721938.exe,559768,12.15,5.847,185,2,1
ember_47a98a6b2e99.exe,155648,18.89,6.131,104,0,1
ember_546ff2268468.exe,343513,6.04,5.037,61,0,1
ember_b3a69b64f5fe.exe,857600,3.03,5.534,1,0,1
ember_4d651be5c2ff.exe,1029120,1.18,5.309,15,1,1
ember_a5077b8121b6.exe,261120,13.17,5.084,73,1,1
ember_0953624342fa.exe,659456,9.02,3.533,18,0,1
ember_86aec43dacf9.exe,1389832,2.09,5.165,136,1,1
ember_a11bcacd89af.exe,379392,33.65,5.562,69,1,1
ember_8344dbe34752.exe,269144,54.37,4.545,80,0,1
ember_d2039b484ae6.exe,2061938,7.44,7.896,0,0,1
ember_f26bd09e033b.exe,960444,5.7,4.053,2,0,1
ember_397b1cbd126e.exe,983040,0.81,3.639,24,1,1
ember_4bb54097c88a.exe,965134,5.67,4.053,2,0,1
ember_bae7a85823d5.exe,965394,5.67,4.053,2,0,1
ember_d2303a37dc11.exe,180224,1.43,5.21,15,1,1
ember_376dfc9d4376.exe,1339392,43.83,5.659,0,0,1
ember_907286eb4b3a.exe,487846,23.9,5.197,337,1,1
ember_042202c83449.exe,2320168,3.58,4.748,2,0,1
ember_ec24e6a8988d.exe,1250816,6.76,6.766,114,1,1
ember_4959ff714786.exe,965744,5.67,4.053,2,0,1
ember_14a5320349cf.exe,962934,5.68,4.053,2,0,1
ember_f7f4f368b22f.exe,332176,13.83,4.838,124,2,1
ember_44278b9046aa.exe,1250816,6.77,6.766,114,1,1
ember_9d9bd8e0d12f.exe,46069,15.92,6.859,6,0,1
ember_721476d2d239.exe,571904,21.56,5.421,230,2,1
ember_adcada8c1c7b.exe,326344,19.2,5.477,154,2,1
ember_20b9bdb31933.exe,246165,3.76,5.634,91,1,1
ember_ad07169b1390.exe,393216,19.44,5.898,114,2,1
ember_ca7cbcb52951.exe,154478,45.31,4.505,73,2,1
ember_2bdbd2b65989.exe,208896,30.46,4.792,14,0,1
ember_f07903c07ff3.exe,967754,5.66,4.053,2,0,1
ember_55520c8f1885.exe,65606,26.08,4.84,9,0,1
ember_fdca712265de.exe,969744,5.64,4.053,2,0,1
ember_05062856e96f.exe,116736,13.61,4.865,84,0,1
ember_69e7a3eebd58.exe,139264,20.26,5.557,54,0,1
ember_4df377211f32.exe,967254,5.66,4.053,2,0,1
ember_a8120056064e.exe,710656,14.42,6.008,500,2,1
ember_a51c20ae3e63.exe,652656,3.14,4.312,1,0,1
ember_7b523d10c173.exe,964284,5.68,4.053,2,0,1
ember_65059795367e.exe,963764,5.68,4.053,2,0,1
ember_292f339f0912.exe,966164,5.66,4.053,2,0,1
ember_1a34166cff32.exe,28672,58.85,3.159,73,0,1
ember_5beca1bdc832.exe,8495104,1.03,3.852,2,0,1
ember_ab749dfadefd.exe,791552,38.24,4.173,17,1,1
ember_557c85dd53f5.exe,967394,5.66,4.053,2,0,1
ember_d687a441696a.exe,2293248,72.71,4.292,69,1,1
ember_47f77d88f923.exe,580608,1.9,5.327,15,1,1
ember_ae43d282257a.exe,58776,25.1,4.932,88,0,1
ember_0a201eed711d.exe,965094,5.67,4.053,2,0,1
ember_07ccf2e26309.exe,432640,24.75,5.57,76,1,1
ember_610b4c3228f1.exe,372224,21.5,4.956,102,2,1
ember_5d3837ae61d2.exe,966814,5.66,4.053,2,0,1
ember_223844ac90df.exe,5998255,1.24,4.923,134,1,1
ember_7e4787e11287.exe,270848,9.04,5.055,37,0,1
ember_9ed8748e01d2.exe,155648,56.2,3.838,76,2,1
ember_d04267034399.exe,966514,5.66,4.053,2,0,1
ember_334ec7f71825.exe,1573222,87.89,5.099,52,1,1
ember_01fb68ad223f.exe,246349,3.76,5.634,91,1,1
ember_d19396834aa4.exe,959488,0.86,3.555,10,0,1
ember_9302b781a1e5.exe,385024,22.9,5.008,60,2,1
ember_be9b46096ed1.exe,88576,2.59,4.878,1,0,1
ember_0dea1d9e1038.exe,1122304,20.88,4.251,560,0,1
ember_e01f82604e4c.exe,2164736,17.72,4.319,580,2,1
ember_1663083ae674.exe,225280,76.29,2.146,0,0,1
ember_1312349dc458.exe,303468,4.86,5.41,165,0,1
ember_9262d1d7ba0c.exe,967394,5.66,4.053,2,0,1
ember_5d57e7b6fca3.exe,139264,20.26,5.557,54,0,1
ember_2ee91f9ae08f.exe,964974,5.67,4.053,2,0,1
ember_13a597bc4e40.exe,131200,20.92,6.117,25,0,1
ember_ed3b89e28672.exe,654848,3.21,2.603,105,0,1
ember_99a8d3d797a2.exe,155648,18.89,6.131,104,0,1
ember_d83b8b7b2f89.exe,370520,5.84,6.232,125,0,1
ember_734fa8ddaffb.exe,962604,5.69,4.053,2,0,1
ember_3b2670fe465d.exe,343388,6.08,5.037,61,0,1
ember_c025b79dfa38.exe,3939458,21.26,4.291,1,0,1
ember_e57a6dde5325.exe,3584,74.33,3.277,8,0,1
ember_968336c4e9bd.exe,736256,12.24,5.117,78,1,1
ember_7e5f63abda49.exe,966364,5.66,4.053,2,0,1
ember_fbc74f943059.exe,81564,46.06,4.323,3,0,1
ember_c0f16719b43c.exe,139264,20.26,5.557,54,0,1
ember_b7c66f8390d1.exe,963974,5.68,4.053,2,0,1
ember_4bd2cc3c8e9f.exe,1280416,11.53,5.712,453,2,1
ember_cfdaddbb2152.exe,500224,20.26,4.64,127,2,1
ember_b6427fc3dcc1.exe,967204,5.66,4.053,2,0,1
ember_e14f9f85835c.exe,965304,5.67,4.053,2,0,1
ember_d7d6f29aeb1e.exe,489984,16.05,5.155,107,1,1
ember_65c72eac4d7d.exe,228864,17.2,5.749,231,4,1
ember_b1feabbd7dc0.exe,339968,32.41,5.476,64,1,1
ember_9802664d335e.exe,147456,15.11,5.618,52,0,1
ember_b2c20ffeafa6.exe,716664,14.65,6.317,85,1,1
ember_da3a3d006ab9.exe,3020800,4.29,6.135,114,2,1
ember_3d02f1ff3eab.exe,964584,5.67,4.053,2,0,1
ember_db903e7c0dd1.exe,2051072,64.56,5.118,76,1,1
ember_3ca3a98144c7.exe,964414,5.68,4.053,2,0,1
ember_5a7d790e0633.exe,208896,30.46,4.792,14,0,1
ember_24b77f2afa54.exe,684032,3.51,4.221,7,1,1
ember_177df9c2afab.exe,225280,16.34,5.183,1,0,1
ember_c36a753c1fba.exe,967224,5.66,4.053,2,0,1
ember_27394c8a9172.exe,3584,74.33,3.271,8,0,1
ember_13894f5f8cc8.exe,393216,23.28,5.004,60,2,1
ember_069354cee6a6.exe,343515,6.04,5.037,61,0,1
ember_50868b478fcd.exe,352224,8.27,5.278,8,0,1
ember_092e834e41c9.exe,2105344,62.86,5.59,73,1,1
ember_77622af6afe8.exe,104384,30.9,3.608,1,0,1
ember_ea17ba2e1e1a.exe,1125849,0.8,5.627,5,0,1
ember_b4adf64751ef.exe,525170,72.38,4.482,105,3,1
ember_5eca826a134a.exe,959488,0.84,3.553,10,0,1
ember_5567cae8a5a5.exe,500224,20.26,4.64,127,2,1
ember_c7aeb325293c.exe,966244,5.66,4.053,2,0,1
ember_5dc71d10206b.exe,792584,5.4,4.343,3,0,1
ember_a450bfbdfadd.exe,3584,74.33,3.276,8,0,1
ember_646fabc2f6a4.exe,503808,10.28,6.601,102,1,1
ember_1d7bd9cb2f39.exe,983040,0.81,3.643,24,1,1
ember_ceb4bacfade7.exe,967434,5.66,4.053,2,0,1
ember_dab3a1aca44a.exe,3584,74.33,3.269,8,0,1
ember_9bc02a0c5093.exe,1897984,50.62,5.443,82,1,1
ember_1e36eace99b4.exe,780628,9.25,4.106,350,1,1
ember_1208f940f56c.exe,343477,6.04,5.037,61,0,1
ember_13b8b3eb8e17.exe,139264,20.26,5.557,54,0,1
ember_0df383a85209.exe,407552,8.07,3.766,11,0,1
ember_7a4cb19931af.exe,465184,17.8,5.27,298,2,1
ember_79cd88e0d9ef.exe,225300,2.36,7.354,11,1,1
ember_badc37eb9502.exe,2935808,70.77,2.554,44,1,1
ember_95e12462b977.exe,965164,5.67,4.053,2,0,1
ember_3f4655aa42c6.exe,966434,5.66,4.053,2,0,1
ember_8225c6108718.exe,199168,33.73,3.862,87,1,1
ember_a665e4649208.exe,2814464,47.13,5.419,74,1,1
ember_e2ed30c808ff.exe,2061938,2.89,7.896,0,0,1
ember_00b56b02d3d3.exe,343381,6.04,5.037,61,0,1
ember_3145b5ede337.exe,756228,3.13,6.192,275,0,1
ember_f19f22df0b1f.exe,207942,6.3,5.656,160,0,1
ember_9d9123f9294e.exe,225280,43.31,4.252,114,2,1
ember_f781cfeeb5f5.exe,559744,12.15,5.847,185,2,1
ember_3d4d6f41bafc.exe,965854,5.67,4.053,2,0,1
ember_6d3ab2f57573.exe,246093,3.76,5.634,91,1,1
ember_b0a08e52cb7f.exe,222544,17.53,6.234,154,0,1
ember_2f299426024a.exe,1155072,20.18,4.57,250,5,1
ember_c7d8acb7a8ad.exe,104896,30.75,3.608,1,0,1
ember_e07cdd43511a.exe,967024,5.66,4.053,2,0,1
ember_bb362733d0e8.exe,144384,21.73,4.971,2,0,1
ember_0b94496d0e35.exe,444928,14.05,6.392,106,2,1
ember_b55e65ab931c.exe,1212416,5.01,4.081,1,0,1
ember_36361e7ef5ff.exe,327680,26.22,3.718,83,2,1
ember_d92dbcf38514.exe,983040,0.81,3.645,24,1,1
ember_962fc41b51ee.exe,965004,5.67,4.053,2,0,1
ember_d0e9f1263410.exe,966034,5.67,4.053,2,0,1
ember_c57fbb0aa1fd.exe,63809,19.99,4.487,171,0,1
ember_ef8f4f8d785c.exe,358912,26.79,5.154,135,1,1
ember_e08984cd7788.exe,965384,5.67,4.053,2,0,1
ember_8142d4caf8b9.exe,965924,5.67,4.053,2,0,1
ember_f3181b743f56.exe,965604,5.67,4.053,2,0,1
ember_ffd7219b2861.exe,139264,20.26,5.557,54,0,1
ember_daf63bea0da8.exe,962244,5.69,4.053,2,0,1
ember_4de08ddae235.exe,88576,2.59,4.878,1,0,1
ember_84d0c9352eac.exe,1419264,11.87,5.082,475,4,1
ember_a0ce2db849f4.exe,3584,74.33,3.277,8,0,1
ember_2cf97270edb1.exe,75264,4.32,7.093,33,0,1
ember_e4ca30b8388a.exe,246189,3.76,5.634,91,1,1
ember_029a7ed1033c.exe,966484,5.66,4.053,2,0,1
ember_0a396f6ab2ca.exe,363520,23.95,5.469,116,1,1
ember_d0e6c76dffb6.exe,155648,18.89,6.131,104,0,1
ember_3f85b0245ff3.exe,2701312,64.88,3.586,94,2,1
ember_600061292677.exe,591508,4.54,3.162,386,1,1
ember_72022b497526.exe,179712,1.48,5.191,15,1,1
ember_f74d55293438.exe,225280,59.56,4.302,6,0,1
ember_c2727c548e32.exe,439808,20.56,5.625,68,1,1
ember_5f1a3ccbdf01.exe,966994,5.66,4.053,2,0,1
ember_0ac147cb5f71.exe,967454,5.66,4.053,2,0,1
ember_1043c29cc2ea.exe,88576,2.59,4.878,1,0,1
ember_bf068b965ead.exe,965834,5.67,4.053,2,0,1
ember_6ab352512cf1.exe,965564,5.67,4.053,2,0,1
ember_c7aea6bf9109.exe,236066,21.88,4.966,156,2,1
ember_56943d68eec3.exe,919552,18.56,5.092,95,1,1
ember_b177827cbea3.exe,1250816,6.76,6.766,114,1,1
ember_b6282ec1937c.exe,343417,6.04,5.037,61,0,1
ember_08d81f04d46b.exe,84657,2.31,5.349,4,0,1
ember_49952b45acc0.exe,1353435,2.21,7.544,8,0,1
ember_346044594ae4.exe,435712,17.51,5.035,108,1,1
ember_e04d00ce38f5.exe,964154,5.68,4.053,2,0,1
ember_11e3c2cd27a4.exe,139264,20.26,5.557,54,0,1
ember_6ff4a7632642.exe,3584,74.33,3.278,8,0,1
ember_0564efb455fb.exe,970314,5.64,4.053,2,0,1
ember_70b405739f3f.exe,7808,28.24,4.112,0,0,1
ember_101249faea16.exe,199168,12.27,4.972,107,2,1
ember_0649a2d7ca92.exe,964344,5.68,4.053,2,0,1
ember_98f923aceaa4.exe,226984,8.51,3.892,42,1,1
ember_caee26159cf2.exe,565248,6.73,5.847,94,1,1
ember_288527377ec1.exe,704516,37.38,2.815,1,0,1
ember_de33dee278f8.exe,106757,8.84,5.154,60,2,1
ember_2b77e3e06af4.exe,99328,99.47,0.087,3,0,1
ember_dfe42d223019.exe,441856,3.12,6.336,18,0,1
ember_96acfb32cb3a.exe,257536,26.96,5.49,3,0,1
ember_f1e2bc65150a.exe,131200,20.92,6.117,25,0,1
ember_e079b61c3d97.exe,983040,0.8,3.645,24,1,1
ember_b7639f2ad6b0.exe,968394,5.65,4.053,2,0,1
ember_f510d42955cb.exe,3584,74.33,3.27,8,0,1
ember_920fc0358e3c.exe,965084,5.67,4.053,2,0,1
ember_d92df7684e6c.exe,1673216,3.26,6.007,72,1,1
ember_cafdd330572c.exe,144896,1.76,6.295,8,0,1
ember_4c2198b85cc0.exe,367696,11.66,5.591,194,2,1
ember_acf21d690598.exe,1006080,19.16,5.819,75,1,1
ember_ffcf6974bb0c.exe,464359,4.44,4.584,88,1,1
ember_0505791216d0.exe,967174,5.66,4.053,2,0,1
ember_9efa153632d0.exe,543976,12.32,5.84,179,2,1
ember_3e15e3d9ee1d.exe,209408,21.49,5.832,83,1,1
ember_8868cc15e4fd.exe,343442,6.12,5.037,61,0,1
ember_f08246b869bd.exe,438552,34.4,4.055,55,0,1
ember_d7474c53964e.exe,971874,5.63,4.053,2,0,1
ember_fb067d100646.exe,439808,20.56,5.625,68,1,1
ember_973edbe744a2.exe,966794,5.66,4.053,2,0,1
ember_a39f32702362.exe,1774072,1.24,4.639,8,0,1
ember_27516da18ac0.exe,3584,74.33,3.272,8,0,1
ember_84546c65b952.exe,355328,18.45,4.689,15,1,1
ember_3296bc102621.exe,543968,12.32,5.84,179,2,1
ember_fd23fad1bddb.exe,966544,5.66,4.053,2,0,1
ember_ee16925e536d.exe,4407485,18.6,4.291,1,0,1
ember_1cd2377301e9.exe,559848,12.14,5.847,185,2,1
ember_04591c61c57b.exe,965064,5.67,4.053,2,0,1
ember_81f0c6a9db9b.exe,967774,5.66,4.053,2,0,1
ember_608a6aa53b9c.exe,2814464,47.12,5.419,74,1,1
ember_500e87b3d5cf.exe,163282,3.65,7.731,2,0,1
ember_2ee11827b263.exe,964364,5.68,4.053,2,0,1
ember_e23ee42dbd7e.exe,963904,5.68,4.053,2,0,1
ember_ffc39091a4d5.exe,2061938,7.34,7.904,0,0,1
ember_7c049dd8d5db.exe,126887,10.92,5.704,54,0,1
ember_5d4349bebb33.exe,384630,1.99,5.222,168,0,1
ember_9586f20c72b8.exe,968880,38.01,3.744,55,0,1
ember_cbd710b09e1e.exe,3584,74.33,3.273,8,0,1
ember_e271a33a64ba.exe,106774,16.73,4.27,38,0,1
ember_21150076e730.exe,583680,12.11,5.221,14,0,1
ember_c33d8dd4dccf.exe,602112,24.07,4.995,219,0,1
ember_16165c0924cd.exe,964534,5.67,4.053,2,0,1
ember_1268dedd8216.exe,1723904,17.32,6.202,621,1,1
ember_07f62994d358.exe,343467,6.04,5.037,61,0,1
ember_729eff633735.exe,126982,10.74,5.524,54,0,1
ember_f57f6183e888.exe,965854,5.67,4.053,2,0,1
ember_708d8c5d61e3.exe,966004,5.67,4.053,2,0,1
ember_9fa056e82b75.exe,259152,14.18,4.997,74,0,1
ember_7777e3106a66.exe,707584,32.1,5.116,236,2,1
ember_2eadd1a64da0.exe,155648,18.89,6.131,104,0,1
ember_1d5034221969.exe,965404,5.67,4.053,2,0,1
ember_b8022291acfa.exe,205824,7.07,5.169,15,1,1
ember_e8c0a08fe9dc.exe,559920,12.14,5.847,185,2,1
ember_9ca0be36aa19.exe,117248,14.26,4.962,2,0,1
ember_a3370b2fe6de.exe,209293,17.66,5.222,111,2,1
ember_eab588417817.exe,2281472,31.01,5.964,78,0,1
ember_542f56d750ba.exe,964954,5.67,4.053,2,0,1
ember_d17a0f755d66.exe,524288,7.37,5.544,83,1,1
